Date,Time,Artist,Title
2025-05-23,00:00,Nik & Jay,Magisk
2025-05-23,00:00,Alabama Shakes,Hold On
2025-05-23,00:00,Tobias Rahim,VI 1
2025-05-23,00:00,Rasmus Nøhr,Sommer i Europa
2025-05-23,00:00,Barbara Moleko,Gør mig lykkelig
2025-05-23,00:00,Karla Korsbak,Hen til det
2025-05-23,00:00,Colbie Caillat,Bubbly
2025-05-23,00:00,Thøger Dixgaard,Former
2025-05-23,00:00,Erasure,A Little Respect
2025-05-23,00:00,Swan Lee,How Forgiveness Goes
2025-05-23,00:00,"Bryan Adams, Melanie C",When You're Gone
2025-05-23,00:00,Thomas Buttenschøn,Hvis du ringer på mandag
2025-05-23,00:00,Stella,Sign Here
2025-05-23,00:00,The Raveonettes,Last Dance
2025-05-23,00:00,Jacob Dinesen,Take Her Away
2025-05-23,00:00,"Maroon 5, LISA",Priceless
2025-05-23,00:00,Rihanna,Love On The Brain
